rating,title,date,location
FALSE," Anti-covid vaccines can cause death, serious diseases, and an antibody response that worsens future infections, according to a printout promoted by various groups and distributed in the streets of Madrid.",2021/02/22 , Spain
FALSE, An EU publication claims that an Italian doctor died after receiving the second dose of the Pfizer vaccine,2021/02/21 , Argentina
MISLEADING, Ukrainians are getting low-quality vaccine like CoviShield and not getting other kinds like AstraZeneca.,2021/02/21 , Ukraine
FALSE," The COVID vaccine contains messenger RNA, which can “modify our DNA” and cause us “genetic damage” in the long term.",2021/02/21 , Mexico
FALSE, CDC data shows 70% of US vaccine deaths are attributed to COVID-19 vaccines,2021/02/20 , Ukraine
Misleading, 761 elderly people die in Spain after receiving the Corona vaccine,2021/02/20 ," Middle East, North Africa"
Partly False, ARN vaccines can kill via cytokine storms,2021/02/19 , Belgium
FALSE, Austria has refused to use AstraZeneca vaccine,2021/02/19 , Georgia
FALSE, Colombia is the last country in South America to start vaccination and the first vaccines that arrived to the country were from Covax,2021/02/19 , Colombia
FALSE, Vaccine adjuvants harm human body and can cause illnesses.,2021/02/19 , Ukraine
FALSE, According to Dr. Dolores Cahill a significant percentage of the people who received the mRNA vaccine for COVID-19 will die within a year. Her conclusion is based on a research done in animals which showed that 50% of those who received an mRNA vaccine died.,2021/02/19 , Greece
FALSE, Anvisa’s president has warned that vaccines that are currently being used against Covid-19 are a “sanitary hazard”,2021/02/19 , Brazil
FALSE, Dr Keshav Sharma from Ireland died on January 11 after receiving the Covid-19 vaccine,2021/02/18 , Georgia
FALSE, 5 UK nurses died as a result of the COVID-19 vaccine; People who resist the vaccine will be sent to camps to be “reeducated”,2021/02/18 , United States
FALSE, The video shows microchip being inserted into the human body through Covid-19 vaccine,2021/02/18 , Georgia
FALSE, Moderna’s Covid-19 vaccine will hack human’s biological functions,2021/02/18 , Italy
FALSE, Images of the newspaper front pages sharing vaccine misinformation,2021/02/18 ," Italy, United Kingdom"
FALSE," Vaccination starts and ends on Wednesday, we are waiting for new vaccines from Thursday on",2021/02/18 , North Macedonia
FALSE," In Slovakia, 36 people die after coronavirus vaccine",2021/02/18 ," Ukraine, Slovakia"
FALSE, Pfizer vaccine was created within two months instead of two years and therefore poses a threat,2021/02/17 , Georgia
FALSE, A man claims that the Pfizer vaccine will cause either Guillain-Barré syndrome or cancer.  It will modify your DNA and that Christians do not accept it.,2021/02/17 , Colombia
FALSE," India gave Mexico 870,000 AstraZeneca vaccines against COVID-19",2021/02/17 , Mexico
FALSE," A photo circulating widely on social networks shows a bottle labeled Oxford vaccine (AstraZeneca) in March 2020, and has been used to suggest that the pandemic was planned.",2021/02/17 , Colombia
MISLEADING, 208 vaccines were lost in Colombia,2021/02/17 , Colombia
FALSE," “Thermal Transporter” maintains a temperature of -8C for five days, which raises the question of whether in Serbia the Pfizer vaccines came in such packages, when exactly they arrived, where and how they have been stored before being delivered to Macedonia.",2021/02/17 , North Macedonia
FALSE," Vaccines placed on a muddy sidewalk, outdoors, temperature not even close to minus 80 degrees. The snow is melting. Good luck to those who will be vaccinated with them. But five ladies lined up for taking pictures, like someone has the idea of what they’re doing.",2021/02/17 , North Macedonia
MISLEADING, VAERS system proves dangers of vaccines.,2021/02/17 , Ukraine
MISLEADING, Insider Video: Zuckerberg admits that vaccine is changing DNA.,2021/02/17 , Ukraine
FALSE," Vaccines that need to be stored at -80ºC are not vaccines, but biological weapons that can change your DNA",2021/02/17 , Brazil
FALSE," North Macedonian Prime Minister Zoran Zaev: It’s not my fault that there are no vaccines, Serbia is to blame",2021/02/16 , North Macedonia
FALSE, Switzerland denied registering AstraZeneca COVID-19 vaccine.,2021/02/16 ," Ukraine, Switzerland"
FALSE, Dr. Witold Rogiewicz died because of a vaccine against COVID-19.,2021/02/16 , Poland
FALSE," Disinformation circulates on social networks, once again, that links the Microsoft tycoon with digital certificates that would be implanted with vaccines against COVID-19.",2021/02/15 , Colombia
FALSE," On social networks, a montage of images is spreading with a template used by El Tiempo to attribute a phrase to Vice President Marta Lucía Ramírez about vaccines.",2021/02/15 , Colombia
MISLEADING, A person is 300 to 900 times more likely to die “after getting the #Covid vaccine than the flu vaccine.”,2021/02/15 , United States
FALSE, A cartoon says that it is forbidden to know the ingredients of vaccines.,2021/02/15 , Mexico
MISLEADING, There are cells of aborted fetus in the coronavirus vaccine,2021/02/15 , Georgia
MISLEADING, The pharmaceutical company MERCK has stopped working on vaccines because the immunity obtained as a result of vaccination is lower than the one acquired naturally.,2021/02/15 , Georgia
FALSE, A report by the Medicines and Healthcare products Regulatory Agency in the UK listed cases of serious side effects that were causally linked to the COVID-19 vaccine. Amongst these side effects there were 107 deaths and 5 cases of blindness.,2021/02/15 , Greece
FALSE, You are 300-900 times more likely to die after getting the COVID-19 vaccine compared to the flu vaccine,2021/02/15 , United States
No Evidence, COVID-19 vaccines caused miscarriages,2021/02/14 , United States
FALSE, Several cities in Sweden stopped the administration of COVID-19 vaccines due to an unmanageable increase in reported side effects from these vaccines.,2021/02/14 , Greece
FALSE, Sweden reported 69 deaths connected to the COVID-19 vaccine.,2021/02/13 ," Ukraine, Sweden"
FALSE, COVID-19 vaccines use technologies never tested in humans,2021/02/12 , Brazil
MISLEADING, A video featuring Belgium Minister Bart Somers receiving vaccine with a synirge and its protective cap on proves vaccination is staged.,2021/02/12 , Georgia
FALSE," Coronavirus vaccine was created in 2008, and 2021 is its expiration date.",2021/02/12 , Ukraine
FALSE, UNICEF released a propaganda video about COVID-19 vaccines.,2021/02/12 , Turkey
FALSE, A video falsely claims that people receiving authorized COVID-19 vaccines are taking part in a deadly clinical trial and that those administering the doses are war criminals under the Nuremberg Code.,2021/02/12 , United States
FALSE, A video falsely claims that people receiving authorized COVID-19 vaccines are taking part in a deadly clinical trial and that those administering the doses are war criminals under the Nuremberg Code.,2021/02/12 , United States
FALSE, ARNm vaccines change DNA,2021/02/12 , Colombia
MISSING CONTEXT," China donated medical supplies, vaccines, and school tablets to the Philippines, while the United States donated bombs during the COVID-19 pandemic.",2021/02/12 , Philippines
FALSE," COVID vaccines made with RNA are not vaccines, but a gene therapy that could turn us into transgenic beings or cause us diseases",2021/02/12 , Mexico
NO EVIDENCE, A video depicting a young man lying on a hospital bed and tremoring shows the adverse effects of the coronavirus vaccine: the vaccine itself changes DNA that causes the disfunction of the immunity system and a person loses control over his/her own body.,2021/02/11 , Georgia
FALSE, Messenger RNA vaccines are made illegal by the Oviedo Convention,2021/02/11 , France
NO EVIDENCE, A person died right after receiving the Pfizer vaccine in Israel,2021/02/11 , Georgia
FALSE, Image of a woman who has suffered an abortion after receiving the vaccine against COVID-19,2021/02/11 , Spain
FALSE, An article from the Tierra Pura site that states that “aborted fetuses are being used in vaccines” against COVID-19,2021/02/11 , Argentina
MISLEADING, People should consume herbal remedies instead of taking the Covid-19 vaccine.,2021/02/11 , Sir Lanka
FALSE, Hundreds of children are being killed to create vaccines and the cell line of HEK-293,2021/02/11 , Ukraine
FALSE, COVID-19 vaccine will cause viral interference and cytokine storm,2021/02/11 , Georgia
FALSE, Nigerian students refuse COVID-19 vaccine by jumping off a two-storey school building,2021/02/10 , Ghana
FALSE, Dangerous ingredients inside the covid-19 vaccine,2021/02/10 ," Middle East, North Africa"
FALSE, Colombia will not pay for the vaccines purchased through the Covax program.,2021/02/10 , Colombia
partly false," Ingredients of AstraZeneca vaccines: – Chimpanzee Adenovirus – Genetically modified kidney cells of an aborted human embryo (usually using a 14-week-old fetus) and therefore stored below -70 ° C – other harmful toxic chemicals, Vaccine not approved by the Food and Drug Administration",2021/02/10 , North Macedonia
FALSE, The video shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine.,2021/02/10 , United States
FALSE, São Paulo state paid R$ 400 million for billboards in other states celebrating “João Doria’s vaccine”,2021/02/10 , Brazil
Partly false," There is no vaccination against HIV, cancer and no functioning vaccine against influenza after years of research but suddenly there is a vaccine against Covid-19.",2021/02/10 , Germany
MISLEADING," CDC data shows more than 500 deaths and more than 10,000 adverse events from Covid-19 vaccine",2021/02/10 , Brazil
FALSE, No one can possibly know if the [COVID-19] vaccine is safe and effective because the trial is still underway,2021/02/09 , United States
FALSE, Tunisia sent a military jet to bring sputnik vaccine back from Russia,2021/02/09 , Tunisia
FALSE, All vaccines contain nagalase enzyme. This enzyme causes depopolation.,2021/02/09 , Poland
FALSE, Police have detained discredited US researcher Judy Mikovits for “discovering evidence that deadly retroviruses are transmitted through vaccines”.,2021/02/09 , Philippines
NO EVIDENCE, U.S. doctor Shallenberger proves that mRNA vaccines are dangerous.,2021/02/09 ," Ukraine, United States"
FALSE, Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.,2021/02/09 , United States
FALSE, There is no reason to get COVID-19 vaccines because vaccinated people can still get sick and are still required to wear masks,2021/02/09 , United States
FALSE, Futile vaccines with adverse side effects from Israel are brought to Georgia,2021/02/09 , Georgia
FALSE, 50 staff members in a Sana hospital in Berlin died after they received the Covid-19 vaccine.,2021/02/09 , Germany
FALSE, Messenger RNA vaccines are transgenic substances that modify DNA and produce sterility.,2021/02/08 , Colombia
FALSE, A video of a girl suffering from severe side effects after receiving a Covid-19 vaccine,2021/02/08 , South Korea
Misleading, Switzerland has completely refuced the AstraZeneca vaccine,2021/02/08 ," Ukraine, Switzerland"
FALSE, US pharmaceutical company Merck discontinued Covid-19 vaccine research and said recovering from the virus would be more effective.,2021/02/08 , Canada
FALSE," Vaccines, including COVID-19 vaccines, contain aborted human embryos.",2021/02/07 , Ukraine
FALSE, David Sorensen says that vaccines are a tool of Bill Gates to depopulation.,2021/02/06 , Poland
FALSE, Doctors and nurses who administer the coronavirus vaccine can be “tried as war criminals.”,2021/02/06 , United States
FALSE, Pope Francis says those without COVID-19 vaccine cannot go to heaven.,2021/02/05 , Turkey
Missing Context, Colombian doctor Manuel Elkin Patarroyo’s warnings about the Sputnik V vaccine,2021/02/05 ," Spain, Colombia"
FALSE, Massacre in Gibraltar! “53 dead in the first 10 days of the Pfizer Vaccine!”,2021/02/05 , North Macedonia
FALSE, Vaccines killed 181 people in the United States,2021/02/05 , Brazil
Unsustainable, The SARS-Cov-2 strain found in Manaus is 70% more deadly than other strains and vaccines are not effective against it,2021/02/05 , Brazil
FALSE, Rio Grande do Norte state government let 4 thousand doses of COVID-19 vaccines rot,2021/02/05 , Brazil
NO EVIDENCE, Vaccines contain cancerous DNA.,2021/02/05 , Ukraine
FALSE, Russian Sputnik V vaccine against covid-19 provides complete protection with a single dose,2021/02/05 , Spain
FALSE," Vaccine mRNA, which creates foreign proteins in our body, modifies our DNA",2021/02/04 , Spain
FALSE, the video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,2021/02/04 , United States
FALSE," An Assemblies of God pastor named Venceslau died after taking a COVID-19 vaccine, in Araguaína, Tocantins state",2021/02/04 , Brazil
Misleading, A photo of Astrazeneca vaccine of march proves that coronavirus was planned,2021/02/04 , Colombia
FALSE," João Doria, governor of São Paulo, refused to send vaccines to Bauru, because of a political strife with the local mayor. The mayor visited Brasília and President Jair Bolsonaro decided to send vaccines to the city",2021/02/04 , Brazil
FALSE, ARNm vaccines change DNA,2021/02/04 , Colombia
FALSE," Albert Bourla, Pfizer’s CEO, said he would not take the company’s vaccine",2021/02/04 , Brazil
FALSE, Astrazeneca/Oxford COVID-19 vaccine is produced to change DNA.,2021/02/04 , Turkey
FALSE, The COVID-19 mRNA vaccine is not a vaccine,2021/02/03 , Spain
FALSE, Colombian doctor Manuel Elkin Patarroyo says that the immunity produced by vaccines against COVID-19 is short-lived.,2021/02/03 , Colombia
FALSE, Baseball player Hank Aaron died after receiveing COVID-19 vaccine,2021/02/03 ," Brazil, United States"
MISLEADING," A collage of different video footages, depicting vaccination process, fake syringes, a retractable syringe with a tube inside, as well as, mannequins lying in a hospital bed shows that people don’t actually receive vaccines and that it’s mannequins lying in hospital beds instead of patients.",2021/02/03 , Georgia
FALSE, A man vaccinated with Pfizer’s COVID-19 vaccine showed symptoms of Ebola as he bled out all over his body and died.,2021/02/02 , Japan
FALSE, 53 deaths have occurred due to the COVID-19 vaccine in Gibraltar,2021/02/02 , Spain
MISLEADING," A dose of CoronaVac costs R$ 58, while a dose of the Oxford/Astrazeneca vaccine costs R$ 3.40",2021/02/02 , Brazil
FALSE, Two persons died after receiving the covid vaccine,2021/02/02 , Colombia
FALSE, Baseball player Hank Aaron passes away because of receiving the Moderna COVID-19 vaccine.,2021/02/02 , Georgia
No evidence, Dolores Cahill sequenced 1500 PCR tests and found only influenza A and B. In the USA 653 people died within 8 weeks after they received the Covid vaccine.,2021/02/02 ," Germany, Ireland"
Misleading," Corona vaccine kills more people than the disease itself, The death rate due to the vaccine is higher  than the death rate from the Corona virus",2021/02/02 ," Middle East, North Africa"
FALSE," The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe",2021/02/01 , Spain
Exagerated," Coronavac is 17 times more expensive than the Oxford vaccine: one costs US$ 58, the other costs US$ 3.40",2021/02/01 , Brazil
Exagerated," Coronavac is 17 times more expensive than the Oxford vaccine: one costs US$ 58, the other costs US$ 3.40",2021/02/01 , Brazil
Misleading," COVID-19 vaccine can not stop you from being infected, moreover, the vaccine will lead to more asymptomatic carriers.",2021/02/01 , Taiwan
FALSE, The French government is turning a blind eye to the link between the vaccine and the death facts,2021/02/01 , Georgia
FALSE, Image of US CDC’s data shows that 653 American died from Pfizer vaccine,2021/02/01 , Taiwan
FALSE, Video recorded in the Netherlands shows anti-vaccine demonstration,2021/02/01 , Georgia
FALSE, The new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,2021/02/01 , United States
Misleading, Having a vaccine only makes sense if we don’t have a treatment for a deadly disease; COVID-19 has a survival rate of 99.991%,2021/02/01 , United States
FALSE, Pfizer and BioNTech cut their COVID-19 vaccine deliveries to the EU on January 22 because their vaccine has caused seizures or death.,2021/02/01 , Philippines
FALSE, The video shows the street in the city being closed and anti-vaccine protests taking place in Netherlands.,2021/02/01 ," Georgia, Netherlands, Russia"
FALSE, Myths about COVID-19 vaccines,2021/02/01 , Ghana
FALSE, The immunity produced by the COVID-19 vaccine only works for six months.,2021/01/31 , Colombia
FALSE, “The Biden administration lost 20 million COVID vaccines.”,2021/01/31 , United States
FALSE, Old video of a Chinese man portrayed as a scared Thailand Health Minister while taking COVID-19 vaccine,2021/01/31 , India
FALSE, A publication that claims that the Pfizer vaccine causes sterility in women,2021/01/31 , Argentina
FALSE, A viral video depicts a young girl having violent seizures after taking a COVID-19 vaccines,2021/01/31 , Greece
FALSE," According to Dr. Carrie Madej mRNA vaccines introduce foreign genes to our DNA. Also, when they develop their vaccines they get luminescent nanocrystals in them. This patented  material is called luciferase and in reality it is a method of introducing microscopic robots in the vaccines in order to gather biometric data from the people that get vaccinated.",2021/01/31 , Greece
FALSE," AstraZeneca vaccine contains pieces of laboratory monkeys, rats and clots of aborted baby.",2021/01/30 , Serbia
Partially false," The image of an AstraZeneca vaccine dated March 15, 2020 that supposedly shows that it was all planned",2021/01/30 , Spain
FALSE, Hundreds of children falling sick after receiving Covid-19 vaccines in Indonesia.,2021/01/29 , Indonesia
Misleading, Pfizer’s chief executive Albert Bourla  refused to take the Covid-19 vaccine manufactured by his company because “my type is not recommended”.,2021/01/29 , Nigeria
FALSE, The Irish government installed toll warnings to alert people of the dangers of vaccines and masks,2021/01/29 , Brazil
Missing context, 25 people died in Norway after receiving the Pfizer COVID-19 vaccine.,2021/01/29 , Philippines
FALSE," Government of the State of São Paulo, in Brazil, denied sending vaccines to the city of Bauru.",2021/01/29 , Brazil
FALSE, Pfizer’s vaccine caused facial paralysis in 13 cases in Israel,2021/01/29 , Argentina
FALSE, COVID-19 vaccines cause infertility and autoimmune diseases,2021/01/29 , Brazil
Misleading, A Colombian cientific said that covid vaccine have inmunization just for 40 days,2021/01/29 , Colombia
FALSE, Vaccines can transform human to transhumanism creature.,2021/01/29 , Poland
MISSING CONTEXT, 10 people died in Germany after receiving the Pfizer COVID-19 vaccine.,2021/01/29 , Philippines
FALSE, Video of people fainting after receiving Covid-19 vaccines in Indonesia.,2021/01/29 , Indonesia
Misleading, Videos of a woman convulsing and having tongue spasms show the effects of Moderna’s COVID-19 vaccine.,2021/01/28 , Philippines
MISLEADING, 123 countries have ordered the COVID-19 vaccine from Bharath Biotech,2021/01/28 , India
Partly false, Pharma company Merck has stopped it’s development for two vaccines and reccommends natural cures.,2021/01/28 , Germany
FALSE, Rescuer from Rio de Janeiro dies because of Covid-19 vaccine,2021/01/28 , Brazil
NO EVIDENCE," Vaccines can cause autism, because it contains DNA of aborted embryos.",2021/01/28 , Ukraine
FALSE, Governor of São Paulo paid billboards in the capital of Mato Grosso do Sul to boast the vaccine against Covid-19.,2021/01/28 , Brazil
FALSE, Major League Baseball (MLB) legend Hank Aaron was killed by the COVID-19 vaccine,2021/01/28 , United States
FALSE, Two children in Guinea died after receiving a COVID-19 vaccine.,2021/01/28 ," Ethiopia, France"
FALSE, Pfizer’s COVID-19 vaccine causes people to experience widespread “irreversible” side effects following immunisation.,2021/01/28 , Australia
FALSE, Saudi Arabia will allow Haj pilgrims coming from India to visit the Haj only after showing a certificate of Corona vaccine.,2021/01/28 , India
FALSE, COVID-19 vaccine “nullifies” 2.79% of the population,2021/01/27 , Spain
Partially False, Colombia will buy the vaccine at a price ten times higher than its real price.,2021/01/27 , Colombia
FALSE, 53 people have died in Gibraltar after receiving the vaccine against COVID-19,2021/01/27 , Spain
FALSE, corona vaccine contains aborted fetal DNA as an ingredient,2021/01/27 ," Middle East, North Africa"
FALSE, Vaccine producers don’t talk about side effects.,2021/01/27 , Germany
FALSE, The nanovaccine produced at home can cure the virus,2021/01/27 , Colombia
FALSE, A video shows that the first woman to be vaccined in Presidente Figueiredo did not receive an injection,2021/01/27 , Brazil
Misleading, Merck scraps COVID-19 vaccines; says it’s more effective to get the virus and recover,2021/01/27 , United States
FALSE," The horrific effects of the vaccine that the corrupt world media are silent about range from rapid death after the first dose, to paralysis of the body and facial paralysis, neurological disorders, while the happiest, like those in India, are threatened only by impotence.",2021/01/27 , North Macedonia
FALSE, Pfizer paused vaccine deliveries to Mexico due to omission of the federal government,2021/01/27 , Mexico
FALSE, Bilderberg group is planning depopulation by vaccines.,2021/01/27 , Poland
FALSE, Man died because of Coronavac vaccine,2021/01/27 , Brazil
FALSE, A doctor at Wexford General Hospital in Ireland died as a result of receiving the COVID-19 vaccine,2021/01/26 , Ireland
FALSE, Covid-19 vaccines alter the genetic code and can cause cancer,2021/01/26 , Brazil
Missing context, Study shows that only four people got seriously ill of placebo group in vaccine study,2021/01/26 , Germany
FALSE, An image say that the plan of Bill Gates with the pandemic is introduce a chip through covid vaccines,2021/01/26 , Colombia
NO EVIDENCE, Bill Gates sent a double to get the vaccine instead of himself.,2021/01/26 , Ukraine
NO EVIDENCE, The vaccine became a cause of mass deaths in Gibraltar.,2021/01/26 , Ukraine
Missing context, COVID-19 vaccines cause seizures,2021/01/26 , Spain
FALSE, Pfizer / BioNTech vaccine less effective than expected,2021/01/26 , Turkey
FALSE, Clinical trials in Indonesia recorded Sinovac’s COVID-19 vaccine as having a 91.25% efficacy rate.,2021/01/25 , Philippines
FALSE," The COVID-19 vaccine is not designed to prevent infection, but to prevent the disease from worsening.",2021/01/25 , Japan
MISLEADING, Woman shaking in video has a strong reaction to Pfizer’s vaccine,2021/01/25 ," Brazil, United States"
FALSE," Carlos Bolsonaro, son of President Jair Bolsonaro, skipped the line and received a dose of the Covid-19 vaccine",2021/01/25 , Brazil
Missing context, Comparison of symptoms between Covid-19 and side effects of Biontech vaccine,2021/01/25 , Germany
PARTLY FALSE, Vaccine companies asked for legal immunity. Companies sign a consent form before vaccination for the concept of vaccination passport.,2021/01/25 , Turkey
FALSE, In Gibraltar 53 people died within 10 days after they received the Pfizer/BioNTech COVID-19 vaccine.,2021/01/25 , Greece
MISLEADING, Sergii Hula: Vaccines caused five deaths in France.,2021/01/25 , Ukraine
FALSE," 21 senior citizens which resided in a nursing home at Komo, Italy, died due to the Pfizer/BioNTech vaccine for COVID-19.",2021/01/25 , Greece
FALSE," The UN publishes the list of countries that have purchased COVID vaccines from the different laboratories when, when and from whom they bought, MEXICO is not on that list",2021/01/25 , Mexico
FALSE, Lipid nanoparticles in mRNA vaccines target the brain.,2021/01/25 , Ukraine
FALSE, A woman died in few seconds after taking COVID vaccine,2021/01/25 , India
FALSE, A viral video clip claims vaccines are targeted at eliminating Africans.,2021/01/24 ," Ghana, Nigeria"
FALSE," The answer comes from the EMA (European Medical Agency) which formulated three “main objections” to this vaccine: lack of approval for some production plants, lack of data on commercial vaccine batches, and most importantly, the fact that significant differences were found between commercial series and those applied during clinical trials. It is the last point that causes the greatest concern among researchers dealing with vaccine quality assessments.",2021/01/24 , North Macedonia
MISLEADING, Baseball legend Hank Aaron’s “tragic death is part of a wave of suspicious deaths among elderly closely following administration of COVID vaccines.”,2021/01/23 , United States
FALSE, The AstraZeneca vaccine contains genetically modified embryonic human kidney cells. It can be obtained in human or human embryos reared in test tubes,2021/01/23 , Spain
Misleading, A detailed message claiming that the vaccine is useless and futile,2021/01/23 , India
FALSE, COVID-19 vaccines produce seizures,2021/01/23 ," Venezuela, United States"
FALSE, HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,2021/01/23 , India
FALSE, Presidential Spokesperson Harry Roque said the poor have no right to be fussy about which COVID-19 vaccine they will receive from the government.,2021/01/23 , Philippines
MISLEADING," Ex-boss Pfizer said that world don’t need vaccines against COVID-19, because pandemic ended.",2021/01/22 ," Poland, United States"
FALSE," Pfizer and Moderna’s COVID-19 vaccines are not classical vaccines, since they were obtained through a combination of gene synthesis and DNA technology. The vaccine will change coding in a human gene. After vaccination, 80% of vaccinated people experienced clinical side effects.",2021/01/22 , Georgia
No evidence, Videos show two women having trouble moving or speaking due to tremors side effects of the Pfizer and Moderna vaccines.,2021/01/22 , Georgia
FALSE, Students hospitalised after receiving the COVID-19 vaccine,2021/01/22 , India
Misleading, Doctors in Tumkur hospital fake taking the vaccine for a photo-op but do not actually receive the vaccine,2021/01/22 , India
FALSE, 23 people are “dead from” the Pfizer-BioNTech coronavirus vaccine in Norway.,2021/01/22 , Philippines
Partly false, Bayer and Pfizer tested vaccines and drugs on prisonners in concentrattion camps in WWII,2021/01/22 ," France, Poland"
FALSE, HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,2021/01/22 , India
FALSE, Vaccines are “black magic” and cause cancer.,2021/01/22 , Poland
FALSE, Pfizer-BioNTech vaccine caused up to 400 deaths in Norway,2021/01/22 , Georgia
FALSE, mRNA vaccines are systems to control people.,2021/01/21 ," Poland, United States"
FALSE, The ARNm vaccine changes DNA.,2021/01/21 , Colombia
FALSE, 23 people died in Norway after received the COVID-19 vaccine.,2021/01/21 ," Thailand, Norway"
FALSE, Covax vaccines are free and the colombian government did not pay for them,2021/01/21 , Colombia
FALSE," Nurses were hospitalized in Paraty, Rio de Janeiro, after taking a dose of the vaccine produced by chinese company Sinovac Biotech",2021/01/21 , Brazil
FALSE, A video of a man fainting after receiving the Covid-19 vaccine in Indonesia’s West Nusa Tenggara province,2021/01/21 , Indonesia
FALSE, Vaccines production requires abortions as part of the process.,2021/01/21 ," Poland, United States"
FALSE, Sinovac announced the effectiveness of the CoronaVac vaccine as 70 percent,2021/01/21 , Turkey
Missing context, Pfizer vaccine causes deaths in Norway.,2021/01/21 , Philippines
FALSE, Sinovac vaccine has a GPS or chip installed to track people who have been vaccinated,2021/01/20 , Indonesia
FALSE, Nurse in Nashville claims to have suffered Bells Palsy after receiving the vaccine,2021/01/20 , India
Misleading, California stopped the use of the Moderna vaccine after a series of reported serious side effects.,2021/01/20 , Greece
Missing context," In a residence where there were no deaths from COVID-19, 24 people have already died after the vaccines",2021/01/20 , Spain
FALSE, COVID-19 vaccine causes strong shivering as one of the side effects,2021/01/20 , Georgia
FALSE," Senate President Vicente Sotto III suggested that, because the Sinovac COVID-19 vaccine had a 50.4% efficacy rate in a Brazillian trial, two doses of it would result in 100% efficacy.",2021/01/20 , Philippines
FALSE, COVID-19 vaccine infects the cells of the human body,2021/01/20 , Georgia
FALSE, RNA-based COVID-19 vaccine increases penis size.,2021/01/20 , Turkey
FALSE, The Australian government allocated around $700 million for the University of Queensland’s potential coronavirus vaccine despite the university failing to meet a “peer review” benchmark for the funding.,2021/01/20 , Australia
FALSE, Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,2021/01/20 , Georgia
FALSE, The Health Minister said each dose of the pfizer vaccine cost 100 USD,2021/01/19 , Colombia
FALSE, Bill Gates creates vaccines to reduce world’s population,2021/01/19 ," Brazil, Italy"
PARTLY FALSE, Doctors and nurses died after the COVID-19 vaccine.,2021/01/19 , Turkey
MISLEADING, Vaccine does not help the recipient in any way.,2021/01/19 , India
Misleading, 33 elderly adults died after receiving Pfizer’s vaccine,2021/01/19 , Brazil
Misleading, Being immunized with Coronavac vaccine is like fliping a coin,2021/01/19 , Brazil
MISSING CONTEXT," Despite the positive results from the clinical trials, the Pfizer/BioNTech vaccine has proven ineffective, since Israel reported tremendous increases in COVID-19 cases and deaths amongst vaccinated citizens.",2021/01/19 , Greece
FALSE, The first woman to receive a vaccine in Brazil was already immunized,2021/01/19 , Brazil
FALSE," Angélica, TV presenter, said she is not taking the COVID-19 vaccine because she has “high immunity”",2021/01/19 , Brazil
FALSE," João Doria, governor of São Paulo, tweeted that children will be vaccinated in schools, from February onwards, even though the Coronavac vaccine is not recommended for this age group",2021/01/19 , Brazil
FALSE, An evangelical minister died after being immunized with the CoronaVac vaccine,2021/01/19 , Brazil
FALSE," Ignoring vaccination groups priorities, Brazilian soccer player Neymar cuts in vaccine line",2021/01/19 , Brazil
FALSE, Vaccines do not end any epidemic. The epidemic is reduced before vaccines.,2021/01/19 , Turkey
FALSE," Ignoring vaccination groups priorities, Brazilian soccer player Neymar cuts in vaccine line",2021/01/19 , Brazil
FALSE," A conspiracy theory audio that claims, amongst other things, that an Australian vaccine infected people with HIV",2021/01/19 , Brazil
FALSE, COVID-19 vaccines will make men gay.,2021/01/19 , Ukraine
Missing context, Pfizer vaccine responsible for 23 deaths in Norway,2021/01/19 , Spain
FALSE, 23 elderly died because they received the pfizer vaccine,2021/01/18 , Colombia
Misleading, Coronavac vaccine is effective only after second dose,2021/01/18 , Brazil
FALSE," There are many reasons to not vaccinate, including vaccine toxicity; “Vaccines don’t prevent transmission”; “Vaccinated kids are not as healthy as unvaccinated kids”",2021/01/18 , United States
Missing context, mRNA vaccines are genetically manipulated.,2021/01/18 , Germany
Missing context, A letter by the German health insurance “Techniker Krankenkasse” states that they won’t pay for damages caused by the Covid-19 vaccine.,2021/01/18 , Germany
Missing context, Biontech developed the vaccine at one weekend to escape from its financial problems.,2021/01/18 , Germany
MISLEADING, A sharp increase in COVID-19 cases in England and Israel after the rollout of the vaccines proves the inefficacy of the vaccine,2021/01/18 ," Georgia, United Kingdom, Israel"
FALSE," Sinovac vaccines are sold in syringes, so presidet and minister of health got another vaccine",2021/01/18 , Turkey
MISLEADING," The spread of the COVID-infection through vaccines is proved by cases of people in a nursing home in Germany as well as in Israel, who got infected after the vaccination.",2021/01/18 ," Georgia, Germany, Israel"
FALSE," Monica Calazans, the first person to be vaccinated against COVID-19 in Brazil, had already received the vaccine, since she was part of the trials",2021/01/18 , Brazil
FALSE, Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,2021/01/17 , United States
